,location_id,location,latitude,longitude
0,72977,UT Sensor 101,13.0453,77.5734
1,235916,UW Sensor 311,13.0485,77.5823
2,220266,UT Sensor 137,13.0468,77.5873
3,67569,Pride Orchid - Whitefield - Bangalore,12.9543,77.7228

